Program;Program EN;Degree;Plan;Version;Total Hours;Level;Code;Course Name;English Name;Hours;Type;Category
الشريعة;;بكالوريوس;جديدة;47;167;2;2001127-2;الحكم الشرعي والتكليف;Sharia Judgment & Commission;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;2;2001128-2;فقه آيات وأحاديث الأحكام (1);;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;2;2002221-2;القران الكريم (2);;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;2;2002250-2;أصول التفسير ومناهجه;Foundations of Exegesis;2;نظري;إجبارية القسم
الشريعة;;بكالوريوس;جديدة;47;167;2;20042107-2;علوم الحديث (2);;2;نظري;إجبارية القسم
الشريعة;;بكالوريوس;جديدة;47;167;2;2004245-2;العقيدة (2);;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;3;103131-3;النحو (1);;3;نظري;متطلبات جامعية
الشريعة;;بكالوريوس;جديدة;47;167;3;2001215-4;الفقه (3);Al Fiqh 3;4;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;3;2001250-4;أدلة الاحكام الشرعية (1);;4;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;3;2001255-2;قاعة بحث في الفقه وأصوله;;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;3;2001256-2;فقه آيات وأحاديث الأحكام (2);;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;3;2004373-2;العقيدة (3);;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;3;2004493-2;تخريج ودراسة الأسانيد;;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;4;2001216-4;الفقه (4);Al Fiqh 4;4;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;4;2001225-2;الفقه المقارن;Comparative Jurisprudence;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;4;2001257-2;فقه آيات وأحاديث الأحكام (3);;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;4;2001261-2;أدلة الأحكام الشرعية (2);;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;4;2001310-2;السياسة الشرعية;Sharia Policy;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;4;2002225-2;القرآن الكريم (3);;2;نظري;إجبارية القسم
الشريعة;;بكالوريوس;جديدة;47;167;4;2004258-2;دراسات في السيرة النبوية;;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;4;2004301-2;تدوين السنة;;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;5;103212-3;النحو (2);;3;نظري;متطلبات جامعية
الشريعة;;بكالوريوس;جديدة;47;167;5;2001148-2;الخلاف والمناظرة;Disagreement & Argumentation;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;5;2001258-2;فقه آيات وأحاديث الاأحكام (4);;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;5;2001311-4;الفقه (5);Al Fiqh 5;4;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;5;2001350-2;دلالات الالفاظ(1);;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;5;2001351-3;علم المواريث 1;Inheritance Science 1;3;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;5;2002226-2;القرآن الكريم (4);;2;نظري;إجبارية القسم
الشريعة;;بكالوريوس;جديدة;47;167;5;2004474-2;العقيدة (4);;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;6;103213-3;النحو (3);;3;نظري;متطلبات جامعية
الشريعة;;بكالوريوس;جديدة;47;167;6;2001259-2;فقه آيات وأحاديث الأحكام (5);;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;6;2001263-4;دلالات الألفاظ (2);;4;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;6;2001321-4;الفقه (6);;4;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;6;2001352-2;علم المواريث (2);;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;6;2003229-2;نظام الاجراءات الجزائية;;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;6;20044204-2;المذاهب والتيارات المعاصرة;;2;نظري;إجبارية القسم
الشريعة;;بكالوريوس;جديدة;47;167;6;2004476-2;الأديان والفرق;;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;7;103141-2;البلاغة;;2;نظري;متطلبات جامعية
الشريعة;;بكالوريوس;جديدة;47;167;7;2001383-2;الاقتصاد الإسالمي;;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;7;2001411-4;الفقه (7);;4;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;7;2001413-2;تخريج الفروع على الأصول;;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;7;2001414-4;القياس;;4;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;7;2001419-2;القواعد الفقهية (1);;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;7;2003230-2;مبادئ القانون التجاري;;2;نظري;إجبارية القسم
الشريعة;;بكالوريوس;جديدة;47;167;7;20034102-2;النظام القضائي في المملكة;;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;8;2001237-4;التدريب العملي;;4;تدريب;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;8;2001346-2;مقاصد الشريعة;;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;8;2001421-4;الفقه (8);;4;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;8;2001425-2;القواعد الفقهية (2);;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;8;2001433-2;الاجتهاد والتعارض والترجيح;;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;8;2001465-2;فقه النوازل;;2;نظري;متطلبات الكلية
الشريعة;;بكالوريوس;جديدة;47;167;1;104999-3;مهارات اللغة اإلنجليزية;English language skills;4;نظري;متطلبات جامعية
الشريعة;;بكالوريوس;جديدة;47;167;2;20041303-2;الثقافة الإسلامية (السنة في الإسلام);Islamic Culture (Sunnah in Isla;2;نظري;متطلبات جامعية
الشريعة;;بكالوريوس;جديدة;47;167;3;20041302-2;الثقافة الإسلامية (العقيدة والشريعة);Islamic culture (faith and Shar (;2;نظري;متطلبات جامعية
الشريعة;;بكالوريوس;جديدة;47;167;5;2004313-2;ثقافة إسلامية (3);;2;نظري;متطلبات جامعية
الشريعة;;بكالوريوس;جديدة;47;167;1;1031101-2;مهارات اللغة العربية;Arabic language skills;2;نظري;متطلبات جامعية
الشريعة;;بكالوريوس;جديدة;47;167;1;2021110-2;المهارات اإلحصائية;Statistical skills;2;نظري;متطلبات جامعية
الشريعة;;بكالوريوس;جديدة;47;167;1;3051111-2;مهارات الكتابة األكاديمية;Academic writing skills;2;نظري;متطلبات جامعية
الشريعة;;بكالوريوس;جديدة;47;167;1;3171101-2;المهارات الجامعية;University skills;2;نظري;متطلبات جامعية
الشريعة;;بكالوريوس;جديدة;47;167;2;105125-2;تاريخ المملكة العربية السعودية;History of the Kingdom of Sa;2;نظري;متطلبات جامعية
الشريعة;;بكالوريوس;جديدة;47;167;2;2001114-2;ملامح السيرة النبوية;;2;نظري;متطلبات جامعية
الشريعة;;بكالوريوس;جديدة;47;167;2;20031301-2;مبادئ القانون;Basics of Law;2;نظري;متطلبات جامعية
الشريعة;;بكالوريوس;جديدة;47;167;5;2031113-2;الأمن والسلامة المهنية;Occupational Safety and Secu;2;نظري;متطلبات جامعية
الشريعة;;بكالوريوس;جديدة;47;167;5;6601301-2;مدخل الإدارة;Administration entrance;2;نظري;متطلبات جامعية
الشريعة;;بكالوريوس;جديدة;47;167;5;6601401-2;مهارات القيادة;Leadership skills;2;نظري;متطلبات جامعية
الشريعة;;بكالوريوس;جديدة;47;167;8;1061120-2;صناعة المحتوى الرقمي;Digital content creation;2;نظري;متطلبات جامعية
الشريعة;;بكالوريوس;جديدة;47;167;8;2003215-2;حقوق الانسان;;2;نظري;متطلبات جامعية
الشريعة;;بكالوريوس;جديدة;47;167;8;3051123-2;العمل التطوعي والمسؤولية المجتمعية;Volunteer work and communi;2;نظري;متطلبات جامعية
الشريعة;;بكالوريوس;جديدة;47;167;8;44041122-2;التصميم والجرافيك;Design and graphics;2;نظري;متطلبات جامعية
الشريعة;;بكالوريوس;جديدة;47;167;8;5011119-2;تطبيقات الذكاء االصطناعي;Artificial intelligence applicatio;2;نظري;متطلبات جامعية
الشريعة;;بكالوريوس;جديدة;47;167;8;501121-3;مقدمة في البرمجة;;3;عملي;متطلبات جامعية
الشريعة;;بكالوريوس;جديدة;47;167;8;5021118-2;مهارات الحاسب الآلي وتقنية المعلومات;Computer and IT skills;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;1;2001112-2;المدخل لدراسة الفقه;;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;1;2002102-4;أصول القراءات السبع (1);;4;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;1;2002103-2;التجويد (1);;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;1;2002252-2;علوم القران العامة;;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;1;2004258-2;دراسات في السيرة النبوية;;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;2;103171-2;التحرير العربي;;2;نظري;إجبارية القسم
القراءات;;بكالوريوس;جديدة;47;151;2;103411-2;الصرف;;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;2;2002104-2;آداب حملة القرآن;;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;2;2002105-4;أصول القراءات السبع (2);;4;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;2;2002106-2;التجويد (2);;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;2;2002110-2;مدخل إلى علوم القراءات;;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;2;2002210-2;دراسات في علوم القرآن;;2;نظري;إجبارية القسم
القراءات;;بكالوريوس;جديدة;47;151;3;103281-2;النحو (1);;2;نظري;إجبارية القسم
القراءات;;بكالوريوس;جديدة;47;151;3;20012211-2;الفقة (1);;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;3;2002111-3;عرض القراءات السبع (1);;3;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;3;20021203-2;التفسير التحليلي (1);Analytical Interpretation (1) (;2;نظري;إجبارية القسم
القراءات;;بكالوريوس;جديدة;47;151;3;2002201-2;فرش القراءات السبع (1);;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;3;2002280-2;تدريبات على الجمع والكيفيات;;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;3;2004102-2;مصطلح الحديث;;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;3;2004273-2;العقيدة (1);;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;4;103282-2;النحو (2);;2;نظري;إجبارية القسم
القراءات;;بكالوريوس;جديدة;47;151;4;20012212-2;الفقة (2);;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;4;2002112-3;عرض القراءا السبع (2);;3;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;4;2002206-2;فرش القراءات السبع (2);;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;4;2002250-2;أصول التفسير ومناهجه;Foundations of Exegesis;2;نظري;إجبارية القسم
القراءات;;بكالوريوس;جديدة;47;151;4;2002318-2;توجيه القراءات;;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;4;2002352-2;التفسير التحليلي (2);;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;4;2004205-2;الحديث (1);;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;4;2004245-2;العقيدة (2);;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;5;103245-2;النحو (3);;2;نظري;إجبارية القسم
القراءات;;بكالوريوس;جديدة;47;151;5;2001445-2;أصول الفقه;;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;5;2002113-3;عرض القراءات السبع(3);;3;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;5;2002301-2;فرش القراءات السبع (3);;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;5;2002305-2;رسم المصحف (1);;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;5;20023205-2;التفسير التحليلي (3);;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;5;2004209-2;الحديث (2);;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;5;2004373-2;العقيدة (3);;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;6;103141-2;البلاغة;;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;6;103349-2;النحو (4);;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;6;2002114-3;عرض القراءات السبع(4);;3;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;6;2002200-2;المدخل الى التفسير الموضوعي;;2;نظري;إجبارية القسم
القراءات;;بكالوريوس;جديدة;47;151;6;2002307-2;فرش القراءات السبع (4);;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;6;2002309-2;رسم المصحف (2);;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;6;2002419-2;مناهج البحث;;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;6;2002429-2;الانتصار للقرآن;;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;6;2004320-2;الحديث (3);;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;6;2004474-2;العقيدة (4);;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;7;20023110-2;مشروع التخرج;;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;7;2002401-2;القراءات الثالث (1);;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;7;2002409-2;علم عد اآلي;;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;7;2002416-2;التقنيات الحديثة في الدراسات القرآنية;;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;7;2002425-2;علم الضبط;;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;7;2002456-2;إعجاز القرآن الكريم;;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;7;2002460-2;عرض القراءات الثلاث(1);;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;7;2004403-2;الأديان والفرق والمذاهب المعاصرة;;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;7;2004493-2;تخريج ودراسة الأسانيد;;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;8;2002266-6;التدريب التعاوني;;6;تدريب;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;8;2002407-2;القراءات الثالث (2);;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;8;2002461-2;عرض القراءات الثلاث(2);;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;1;104999-3;مهارات اللغة اإلنجليزية;English language skills;4;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;1;20041302-2;الثقافة الإسلامية (العقيدة والشريعة);Islamic culture (faith and Shar (;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;2;20041303-2;الثقافة الإسلامية (السنة في الإسلام);Islamic Culture (Sunnah in Isla;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;3;2004313-2;ثقافة إسلامية (3);;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;1;105125-2;تاريخ المملكة العربية السعودية;History of the Kingdom of Sa;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;1;2001114-2;ملامح السيرة النبوية;;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;1;20031301-2;مبادئ القانون;Basics of Law;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;1;2003215-2;حقوق الانسان;;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;1;3051123-2;العمل التطوعي والمسؤولية المجتمعية;Volunteer work and communi;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;2;1031101-2;مهارات اللغة العربية;Arabic language skills;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;2;2021110-2;المهارات اإلحصائية;Statistical skills;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;2;3051111-2;مهارات الكتابة األكاديمية;Academic writing skills;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;2;3171101-2;المهارات الجامعية;University skills;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;3;6601301-2;مدخل الإدارة;Administration entrance;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;3;6601401-2;مهارات القيادة;Leadership skills;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;3;6602302-2;الابتكار وريادة الأعمال;Innovation and Entrepreneurs;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;3;6602322-2;التجارة الالكترونية;;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;3;6605320-2;الوعي المالي والادخار;Financial awareness and savin;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;4;1081113-2;تعزيز الصحة النفسية;Promoting mental health;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;4;2011116-2;الثقافة البيئة;Environment Culture;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;4;2061114-2;الثقافة الغذائية;Food culture;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;4;3191117-2;اللياقة والثقافة الرياضية;Fitness and sports culture;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;4;3731115-2;الثقافة الصحية;Health culture;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;5;1061120-2;صناعة المحتوى الرقمي;Digital content creation;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;5;44041122-2;التصميم والجرافيك;Design and graphics;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;5;5011119-2;تطبيقات الذكاء االصطناعي;Artificial intelligence applicatio;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;5;5011121-2;البرمجة لغير المختصين;Programming for non-experts;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;5;5021118-2;مهارات الحاسب الآلي وتقنية المعلومات;Computer and IT skills;2;نظري;متطلبات جامعية
القراءات;;بكالوريوس;جديدة;47;151;5;2002238-2;الوقف والابنداء;;2;نظري;متطلبات الكلية
القراءات;;بكالوريوس;جديدة;47;151;5;2002239-2;مصادر ومناهج المؤلفين في القراءات;;2;نظري;متطلبات الكلية
القرآن وعلومه;;بكالوريوس;جديدة;47;144;2;104999-3;مهارات اللغة اإلنجليزية;English language skills;4;نظري;متطلبات جامعية
القرآن وعلومه;;بكالوريوس;جديدة;47;144;2;20041302-2;الثقافة الإسلامية (العقيدة والشريعة);Islamic culture (faith and Shar (;2;نظري;متطلبات جامعية
القرآن وعلومه;;بكالوريوس;جديدة;47;144;3;20041303-2;الثقافة الإسلامية (السنة في الإسلام);Islamic Culture (Sunnah in Isla;2;نظري;متطلبات جامعية
القرآن وعلومه;;بكالوريوس;جديدة;47;144;6;2004313-2;ثقافة إسلامية (3);;2;نظري;متطلبات جامعية
القرآن وعلومه;;بكالوريوس;جديدة;47;144;1;103171-2;التحرير العربي;;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;1;2001112-2;المدخل لدراسة الفقه;;2;نظري;متطلبات الكلية
القرآن وعلومه;;بكالوريوس;جديدة;47;144;1;2002103-2;التجويد (1);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;1;2002110-2;مدخل إلى علوم القراءات;;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;1;2002114-2;تلاوة وحفظ (1);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;1;2002116-2;آداب حملة القرآن;;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;1;2002117-2;تاريخ التفسير;;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;1;2002252-2;علوم القران العامة;;2;نظري;متطلبات الكلية
القرآن وعلومه;;بكالوريوس;جديدة;47;144;1;2004258-2;دراسات في السيرة النبوية;;2;نظري;متطلبات الكلية
القرآن وعلومه;;بكالوريوس;جديدة;47;144;2;103281-2;النحو (1);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;2;2002106-2;التجويد (2);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;2;20021204-2;علوم تدوين القرآن;;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;2;2002124-2;تلاوة وحفظ (2);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;2;2002204-2;التفسير (1);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;2;20022250-2;اصول التفسير;;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;2;2004102-2;مصطلح الحديث;;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;3;103282-2;النحو (2);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;3;2001221-2;الفقة (1);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;3;2002208-2;التفسير (2);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;3;2002212-2;قواعد التفسير;;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;3;2002215-2;تلاوة وحفظ (3);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;3;2003220-2;المدخل لدراسة الأنظمة;;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;3;2004205-2;الحديث (1);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;3;2004273-2;العقيدة (1);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;3;2007314-2;علوم دلالات القرآن;;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;4;103245-2;النحو (3);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;4;2001322-2;الفقه (2);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;4;20022201-2;لغة القرآن وأساليبه;;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;4;2002222-2;مناهج المفسرين;;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;4;2002224-2;تلاوة وحفظ (4);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;4;2002306-2;التفسير (3);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;4;2002318-2;توجيه القراءات;;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;4;2004209-2;الحديث (2);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;4;2004245-2;العقيدة (2);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;4;2004493-2;تخريج ودراسة الأسانيد;;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;5;103349-2;النحو (4);;2;نظري;متطلبات جامعية
القرآن وعلومه;;بكالوريوس;جديدة;47;144;5;103411-2;الصرف;;2;نظري;متطلبات جامعية
القرآن وعلومه;;بكالوريوس;جديدة;47;144;5;2001113-2;أصول الفقه (1);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;5;2001317-2;الفقه (3);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;5;2002314-2;تلاوة وحفظ (5);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;5;2002317-2;التفسير (4);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;5;2004320-2;الحديث (3);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;5;2004373-2;العقيدة (3);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;6;103412-2;البلاغة (1);;2;نظري;متطلبات جامعية
القرآن وعلومه;;بكالوريوس;جديدة;47;144;6;2001330-2;أصول الفقه (2);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;6;2002325-2;تلاوة وحفظ (6);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;6;2002327-2;التفسير (5);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;6;2002416-2;التقنيات الحديثة في الدراسات القرآنية;;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;6;2002419-2;مناهج البحث;;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;6;2002454-2;التفسير الموضوعي;;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;6;2004474-2;العقيدة (4);;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;7;103422-2;البلاغة (2);;2;نظري;متطلبات جامعية
القرآن وعلومه;;بكالوريوس;جديدة;47;144;7;20024101-2;قاعة بحث;;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;7;20024102-2;تفسير جزء عم;;2;نظري;إجبارية القسم
القرآن وعلومه;;بكالوريوس;جديدة;47;144;7;2002413-2;التفسير (6);;2;نظري;إجبارية القسم
